Stock,Predecision
XRX,FALSE
PHYS,#N/A
HFC,#N/A
SPYV,#N/A
MTZ,FALSE
ALSN,TRUE
IDA,FALSE
OMCL,FALSE
FTI,#N/A
LAZ,FALSE
SDGR,#N/A
CBPO,FALSE
CZZ,FALSE
ASR,FALSE
NEP,#N/A
IRDM,#N/A
ASH,#N/A
ACIW,FALSE
AYI,FALSE
VIRT,FALSE
PNFP,FALSE
PNFPP,#N/A
POWI,FALSE
GOOS,FALSE
EVBG,#N/A
CFX,#N/A
NCR,FALSE
IXN,#N/A
AXS,#N/A
FIZZ,TRUE
PTCT,#N/A
MDLA,#N/A
HUYA,#N/A
RLI,FALSE
EVR,FALSE
VVNT,#N/A
TKC,FALSE
STAG,TRUE
SHLX,FALSE
CCMP,TRUE
MSP,#N/A
ROLL,FALSE
AA,#N/A
CYBR,FALSE
NAV,#N/A
BPOP,FALSE
EBS,FALSE
KWR,FALSE
GPK,FALSE
AGI,#N/A
ENV,#N/A
VCR,#N/A
MMS,TRUE
CCJ,#N/A
ASGN,FALSE
THG,FALSE
ESGR,FALSE
ESGRO,#N/A
ESGRP,#N/A
FL,FALSE
NOMD,FALSE
ARRY,#N/A
AMG,FALSE
MGR,#N/A
MGRB,#N/A
OSB,FALSE
CROX,FALSE
VRM,#N/A
PINC,#N/A
SLM,FALSE
SLMBP,#N/A
SDC,#N/A
ARD,FALSE
HHC,#N/A
MSGS,#N/A
EXPO,FALSE
GWPH,#N/A
JCOM,FALSE
MGP,FALSE
CR,FALSE
CC,#N/A
VVV,FALSE
LEGN,#N/A
SAIL,#N/A
EWT,#N/A
PK,#N/A
VPL,#N/A
SSRM,FALSE
SRC,#N/A
JBLU,#N/A
PFSI,FALSE
HIW,FALSE
DCP,#N/A
OGS,FALSE
IYR,#N/A
ORA,FALSE
NOVT,FALSE
MTG,FALSE
VPU,#N/A
NEU,FALSE
CLH,FALSE
BXMT,FALSE
SNX,TRUE
TRIP,#N/A
MRCY,FALSE
QLD,#N/A
ICUI,FALSE
NEA,FALSE
GSHD,#N/A
SPR,#N/A
BLDR,TRUE
CRI,FALSE
KBR,#N/A
HPP,FALSE
NEOG,FALSE
FTDR,#N/A
ASAN,#N/A
XLB,#N/A
GBCI,FALSE
INSM,#N/A
VIST,#N/A
TIGO,#N/A
VIS,#N/A
NRZ,#N/A
LOPE,FALSE
HR,FALSE
NVT,#N/A
EXP,FALSE
CEF,#N/A
LPX,FALSE
UBSI,FALSE
VIR,#N/A
VRNS,#N/A
RYN,FALSE
ADS,FALSE
SSO,#N/A
HASI,TRUE
CCXI,#N/A
ALTR,#N/A
EXPI,FALSE
WTS,FALSE
JBT,FALSE
VLY,FALSE
VLYPO,#N/A
VLYPP,#N/A
TRNO,FALSE
SSD,TRUE
FOXF,FALSE
OVV,#N/A
ENSG,FALSE
SABR,#N/A
SABRP,#N/A
CRON,#N/A
EQT,#N/A
PNM,FALSE
HE,FALSE
GTLS,FALSE
ALRM,FALSE
TENB,#N/A
XEC,#N/A
QTS,#N/A
FCN,FALSE
SIGI,FALSE
UPWK,#N/A
OZK,FALSE
ARNA,#N/A
API,#N/A
NGHC,FALSE
NGHCP,FALSE
NGHCN,#N/A
NGHCO,#N/A
NGHCZ,#N/A
CLDR,#N/A
NEWR,#N/A
CNNE,FALSE
RIDE,#N/A
AWI,#N/A
SWCH,FALSE
AAN,#N/A
AEIS,FALSE
SLGN,FALSE
NOVA,#N/A
RXT,#N/A
RPD,#N/A
BAND,#N/A
ACHC,FALSE
PSB,FALSE
SPLG,#N/A
ONEY,#N/A
GOCO,#N/A
APAM,FALSE
APPS,FALSE
GTES,#N/A
CIT,#N/A
HAIN,FALSE
DOYU,#N/A
FGEN,#N/A
VERX,#N/A
KRNT,#N/A
RDN,FALSE
NFG,#N/A
BKH,FALSE
APLS,#N/A
GRA,FALSE
PACB,#N/A
SBRA,FALSE
SNDR,FALSE
TGTX,#N/A
AMKR,FALSE
SLQT,#N/A
DIOD,FALSE
ETRN,#N/A
SAGE,#N/A
POR,FALSE
VRNT,FALSE
SEB,FALSE
PRSP,#N/A
BSMX,FALSE
SFIX,#N/A
LPSN,#N/A
DAVA,#N/A
WK,#N/A
USO,#N/A
LESL,#N/A
SWX,FALSE
CIGI,FALSE
EIDX,#N/A
WING,FALSE
DOC,FALSE
WBS,FALSE
X,#N/A
JAMF,#N/A
ESI,FALSE
VNET,#N/A
ADC,FALSE
THC,#N/A
RHP,#N/A
CWK,#N/A
PRLB,FALSE
VICR,FALSE
SHAK,#N/A
M,#N/A
BCO,#N/A
SAFE,FALSE
LPRO,#N/A
OLN,#N/A
AM,#N/A
SGMS,#N/A
VMI,FALSE
CNS,FALSE
STN,FALSE
MUSA,TRUE
AIMC,#N/A
UNF,FALSE
QLYS,FALSE
AVNT,FALSE
VC,#N/A
ROOT,#N/A
AY,FALSE
ENS,FALSE
PSN,#N/A
SPWR,FALSE
NVG,#N/A
GO,#N/A
STMP,FALSE
HRB,FALSE
FEYE,#N/A
SPSC,FALSE
WWE,FALSE
ADV,#N/A
CPA,#N/A
BEAM,#N/A
WDFC,FALSE
STAA,FALSE
CBU,FALSE
EYE,FALSE
IFS,#N/A
WCC,FALSE
ONEQ,FALSE
WTFC,FALSE
WTFCM,#N/A
WTFCP,#N/A
CVET,#N/A
TRUP,#N/A
WNS,TRUE
BCPC,FALSE
ADNT,#N/A
FORM,FALSE
IIPR,FALSE
CRNC,#N/A
NSP,FALSE
CDLX,#N/A
VG,#N/A
ITRI,#N/A
ARNC,#N/A
STL,FALSE
TTEC,FALSE
COHR,#N/A
SEM,FALSE
BHF,#N/A
BHFAL,#N/A
BHFAO,#N/A
BHFAP,#N/A
SR,FALSE
SOGO,#N/A
KEX,#N/A
NG,#N/A
CBRL,FALSE
UMBF,FALSE
VCYT,#N/A
TRMD,#N/A
R,#N/A
TMHC,FALSE
IJS,#N/A
MTH,TRUE
IJJ,#N/A
SAFM,#N/A
SEER,#N/A
SEER,#N/A
SWTX,#N/A
BVN,#N/A
AMBA,#N/A
CRSR,#N/A
DCPH,#N/A
AAON,FALSE
MEOH,#N/A
MTSI,#N/A
PGNY,#N/A
LCII,FALSE
AVT,#N/A
PD,#N/A
FELE,FALSE
NJR,FALSE
HOMB,FALSE
UFPI,TRUE
UMPQ,#N/A
TGNA,FALSE
MMSI,#N/A
CNO,FALSE
TRTN,FALSE
EQC,FALSE
TREE,#N/A
AB,FALSE
CDNA,#N/A
ABCM,#N/A
SWAV,#N/A
OPK,#N/A
BMEZ,#N/A
MANT,FALSE
AEO,#N/A
BOH,FALSE
UNVR,FALSE
NAD,#N/A
SXT,FALSE
NARI,#N/A
GKOS,#N/A
DAO,#N/A
MDC,FALSE
PDCO,#N/A
DNP,#N/A
HCM,#N/A
APHA,#N/A
VIAV,FALSE
AHCO,#N/A
FSKR,#N/A
KBH,TRUE
KMT,#N/A
NKTR,#N/A
EWC,#N/A
PCI,#N/A
BLUE,#N/A
AG,#N/A
BMCH,TRUE
AGIO,#N/A
AMN,FALSE
PCH,TRUE
AJRD,FALSE
FNB,FALSE
DORM,FALSE
LAUR,#N/A
BIPC,#N/A
MOR,#N/A
PTVE,#N/A
ALVR,#N/A
ALE,FALSE
MSTR,FALSE
SUMO,#N/A
ALKS,#N/A
FOCS,#N/A
FHB,FALSE
AIT,FALSE
WTM,FALSE
OPCH,#N/A
CWST,FALSE
SVMK,#N/A
AXSM,#N/A
MIME,FALSE
PACW,#N/A
NHI,FALSE
OFC,FALSE
GMTA,#N/A
GATX,FALSE
APLE,#N/A
ENR,FALSE
ACIA,FALSE
ALGT,#N/A
GDOT,FALSE
GOLF,#N/A
LXP,FALSE
CNMD,#N/A
OUT,#N/A
SIX,#N/A
SPB,FALSE
CCU,FALSE
FHI,FALSE
HI,#N/A
EBC,#N/A
TCBI,FALSE
TCBIL,#N/A
TCBIP,#N/A
WOR,FALSE
NWE,FALSE
NGVT,FALSE
AQUA,TRUE
MIC,#N/A
WRI,FALSE
INOV,FALSE
BKU,FALSE
CSOD,#N/A
ROG,FALSE
TSEM,FALSE
EXLS,FALSE
BXS,FALSE
CHX,#N/A
PPBI,FALSE
FCFS,FALSE
CARG,FALSE
KTOS,FALSE
ATCO,FALSE
MOMO,TRUE
SYNA,FALSE
BLKB,FALSE
DAN,FALSE
EVTC,FALSE
RRR,#N/A
SHOO,#N/A
STEP,#N/A
REZI,#N/A
URBN,#N/A
HMSY,FALSE
APG,#N/A
HYLN,#N/A
JJSF,FALSE
CAR,#N/A
IBP,TRUE
DQ,FALSE
JKS,TRUE
FUL,FALSE
CCOI,FALSE
HL,#N/A
ADCT,#N/A
PVG,FALSE
VOX,#N/A
MMYT,#N/A
ONB,FALSE
WERN,FALSE
CORT,FALSE
TARO,#N/A
AWR,FALSE
LILA,#N/A
LILAK,#N/A
ALXO,#N/A
HRMY,#N/A
ACCD,#N/A
TRN,FALSE
GBT,#N/A
KRTX,#N/A
MC,FALSE
RVMD,#N/A
VSH,FALSE
IMAB,#N/A
NUS,FALSE
LIVN,#N/A
OSTK,FALSE
HP,#N/A
CVBF,FALSE
CWH,TRUE
MANU,#N/A
MOG.B,#N/A
MOG.A,FALSE
USM,FALSE
UZA,#N/A
UZB,#N/A
UZC,#N/A
UZD,#N/A
CMD,FALSE
PZZA,FALSE
WKHS,#N/A
NNI,FALSE
ABG,FALSE
BNL,#N/A
SSTK,FALSE
BOX,#N/A
ENBL,#N/A
TCO,#N/A
ACA,#N/A
ABM,#N/A
BSTZ,#N/A
EAF,#N/A
PCRX,FALSE
LGIH,TRUE
FLR,#N/A
PS,#N/A
BECN,#N/A
PSMT,FALSE
HMY,#N/A
PEB,#N/A
SCL,FALSE
HWC,#N/A
HWCPZ,#N/A
UNIT,#N/A
PJT,FALSE
ISBC,FALSE
AEL,FALSE
BNR,#N/A
YIN,#N/A
SINA,#N/A
VEON,#N/A
NNOX,#N/A
NSTG,#N/A
SONO,#N/A
ESE,FALSE
GT,#N/A
COMM,#N/A
ITGR,FALSE
FN,FALSE
NSIT,FALSE
AVA,FALSE
IGT,#N/A
NTLA,#N/A
EXG,#N/A
MGEE,FALSE
IGM,#N/A
JMIA,#N/A
MTLS,#N/A
CCIV,#N/A
VOC,#N/A
ACB,#N/A
VLDR,#N/A
CELH,FALSE
ASB,FALSE
WD,FALSE
CIM,#N/A
FIBK,FALSE
MCY,FALSE
HGV,FALSE
IBTX,FALSE
ZYME,#N/A
ABCB,FALSE
IOO,#N/A
SAVE,#N/A
AUB,FALSE
AUBAP,#N/A
WWW,FALSE
MATX,FALSE
B,FALSE
AGO,FALSE
EPR,#N/A
VNE,#N/A
NUVA,#N/A
PRMW,#N/A
SPXC,FALSE
COLB,FALSE
BBBY,#N/A
TDC,FALSE
FRHC,FALSE
RCM,FALSE
SPT,#N/A
CWT,FALSE
GEF,FALSE
GEF.B,FALSE
IYH,#N/A
KOF,FALSE
MXL,#N/A
YALA,#N/A
JELD,FALSE
KAR,FALSE
EQX,#N/A
SHO,#N/A
HBM,FALSE
CBT,#N/A
COOP,FALSE
BRP,#N/A
BMI,FALSE
SBE,#N/A
CATY,FALSE
AVIR,#N/A
AUPH,#N/A
UTF,#N/A
MED,FALSE
CSQ,#N/A
GNW,#N/A
CSIQ,TRUE
SUN,FALSE
EAT,FALSE
SLYV,#N/A
TEX,#N/A
JW.A,#N/A
JW.B,#N/A
BRC,FALSE
FLOW,#N/A
CMC,FALSE
VSAT,#N/A
KW,FALSE
INDB,FALSE
YELP,#N/A
KYMR,#N/A
OR,#N/A
FSK,#N/A
TCP,FALSE
GBDC,FALSE
MGNI,#N/A
NSA,FALSE
EPP,#N/A
THS,#N/A
SUM,FALSE
SFM,FALSE
FCEL,#N/A
TWOU,#N/A
SEAS,#N/A
REGI,FALSE
RLJ,#N/A
GHC,FALSE
MCRB,#N/A
SJI,FALSE
GPI,FALSE
SATS,#N/A
ANAT,FALSE
KFY,FALSE
EWG,#N/A
VAW,#N/A
CVLT,#N/A
CMPR,FALSE
TRQ,FALSE
CLNY,#N/A
HTH,FALSE
NUV,FALSE
SFNC,FALSE
IXJ,#N/A
DOOR,FALSE
UCBI,FALSE
UCBIO,#N/A
MLHR,FALSE
SPEU,#N/A
FEZ,#N/A
MDRX,#N/A
STRA,FALSE
ICF,#N/A
SHEN,FALSE
RWR,#N/A
PRLD,#N/A
ONTO,FALSE
NZF,#N/A
SKYW,FALSE
PLXS,FALSE
XNCR,#N/A
EPRT,#N/A
MAX,#N/A
IBOC,FALSE
EPAY,#N/A
EWU,#N/A
OMAB,FALSE
WW,FALSE
CRC,#N/A
QURE,#N/A
SVC,#N/A
FUN,#N/A
IJK,#N/A
IBA,FALSE
CMP,FALSE
EGO,FALSE
EGHT,#N/A
ENLC,#N/A
LTHM,#N/A
SMPL,FALSE
SLYG,#N/A
AIN,FALSE
OM,#N/A
ARCE,#N/A
GBIO,#N/A
DY,FALSE
TPH,TRUE
AVNS,FALSE
AVAV,FALSE
VIE,#N/A
NAC,FALSE
IRBT,TRUE
TRIL,TRUE
SANM,FALSE
VDE,#N/A
MTX,FALSE
ELY,#N/A
EDIT,#N/A
MAIN,#N/A
REPL,#N/A
RUSHA,FALSE
RUSHB,FALSE
ATI,#N/A
IOSP,FALSE
EVOP,#N/A
SBGI,#N/A
SFBS,FALSE
INO,#N/A
MYOV,#N/A
LGF.A,#N/A
LGF.B,#N/A
PGRE,#N/A
FULT,FALSE
FULTP,#N/A
CNX,#N/A
PMVP,#N/A
AGZD,#N/A
CEW,#N/A
CXSE,#N/A
CYB,#N/A
DEM,#N/A
DES,#N/A
DEW,#N/A
DFE,#N/A
DFJ,#N/A
DGRE,#N/A
DGRS,#N/A
DGRW,#N/A
DGS,#N/A
DHS,#N/A
DIM,#N/A
DLN,#N/A
DLS,#N/A
DNL,#N/A
DOL,#N/A
DOO,#N/A
DRW,#N/A
DTD,#N/A
DTH,#N/A
DTN,#N/A
DWM,#N/A
DXGE,#N/A
DXJ,#N/A
DXJS,#N/A
EES,#N/A
ELD,#N/A
EMCB,#N/A
EPS,#N/A
EUDG,#N/A
EZM,#N/A
HEDJ,#N/A
HYZD,#N/A
IHDG,#N/A
QSY,#N/A
RESP,#N/A
USDU,#N/A
USFR,#N/A
WTMF,#N/A
WSFS,FALSE
VRRM,FALSE
JACK,FALSE
PDM,FALSE
ROCK,TRUE
CTB,FALSE
NIU,#N/A
SRNE,#N/A
XPER,#N/A
WHD,#N/A
KURA,#N/A
FCPT,FALSE
AMRC,FALSE
ORPH,#N/A
GB,#N/A
YPF,#N/A
YMAB,#N/A
ATRC,#N/A
AKO.B,FALSE
AKO.A,FALSE
ZNTL,#N/A
AX,FALSE
AXO,#N/A
PBB,#N/A
PBC,#N/A
PBY,#N/A
PSEC,FALSE
SPMD,#N/A
SITC,FALSE
TDS,FALSE
TDA,#N/A
TDE,#N/A
TDI,#N/A
TDJ,#N/A
PHR,#N/A
TROX,FALSE
SNBR,FALSE
NOAH,FALSE
MTOR,FALSE
JOE,FALSE
FWRD,FALSE
BEAT,FALSE
BDN,FALSE
SWN,#N/A
WSBC,FALSE
WSBCP,#N/A
ITCI,#N/A
MGLN,TRUE
OI,FALSE
THRM,FALSE
KLIC,FALSE
RPAY,#N/A
CENT,FALSE
CENTA,FALSE
EHTH,FALSE
FSS,FALSE
NMIH,FALSE
RPAI,FALSE
RMBS,#N/A
TAC,#N/A
GSBD,FALSE
MAG,#N/A
MDYG,#N/A
TEO,FALSE
TR,FALSE
PING,#N/A
FIT,#N/A
WGO,FALSE
CUB,#N/A
FTAI,FALSE
PRAA,FALSE
CTRE,FALSE
PRSC,FALSE
CDE,#N/A
WRE,FALSE
GDV,#N/A
SILK,#N/A
AMRN,#N/A
BFT,#N/A
JPS,#N/A
CYRX,#N/A
FRME,FALSE
INT,FALSE
PDCE,#N/A
BMA,FALSE
ATKR,FALSE
MLI,FALSE
FBC,FALSE
RCII,FALSE
MSGE,#N/A
MD,#N/A
PRO,#N/A
FBP,FALSE
IGMS,#N/A
IRWD,FALSE
EPC,FALSE
MUR,#N/A
HUBG,FALSE
ATRA,#N/A
MAC,#N/A
CALM,FALSE
SJW,FALSE
PTY,#N/A
RRC,#N/A
BDC,#N/A
MWA,FALSE
NVMI,FALSE
IDCC,FALSE
GGAL,FALSE
MESO,#N/A
EAR,#N/A
OLMA,#N/A
MDYV,#N/A
RCUS,#N/A
WAFD,FALSE
BANF,FALSE
PRGS,FALSE
YEXT,#N/A
AAT,FALSE
CADE,#N/A
FIX,FALSE
MAXR,FALSE
MGY,#N/A
RNST,FALSE
ADX,FALSE
DCBO,#N/A
PQG,FALSE
SCPL,#N/A
HRI,FALSE
OMI,#N/A
RWX,#N/A
PRPL,#N/A
COKE,TRUE
BIG,TRUE
SAH,#N/A
ETY,#N/A
CSTM,#N/A
ATSG,#N/A
PBH,FALSE
TWO,#N/A
MDGL,#N/A
PAGP,#N/A
IPAR,FALSE
DRNA,#N/A
FUBO,#N/A
NTCT,FALSE
CPK,FALSE
EVA,FALSE
SAND,#N/A
EWA,#N/A
TWNK,FALSE
GCP,FALSE
TUP,FALSE
LZB,FALSE
PMT,FALSE
SKY,FALSE
LUNG,#N/A
FMTX,#N/A
AMK,#N/A
VGR,FALSE
XHR,#N/A
PDI,#N/A
IEV,#N/A
LOB,FALSE
MIK,FALSE
NAVI,FALSE
JSM,#N/A
BTT,FALSE
HCSG,FALSE
BGS,FALSE
GTN,FALSE
GTN.A,#N/A
RCKT,#N/A
STOK,#N/A
FMBI,FALSE
FMBIO,#N/A
FMBIP,#N/A
NS,#N/A
DEA,FALSE
AXNX,#N/A
CMPS,#N/A
CAKE,#N/A
SITM,#N/A
MFA,#N/A
MFO,#N/A
CVA,#N/A
UFS,#N/A
QFIN,#N/A
DRH,#N/A
ESRT,#N/A
KRO,FALSE
EVT,#N/A
CFFN,FALSE
PIPR,FALSE
GRWG,FALSE
BCC,FALSE
NGM,#N/A
PRK,FALSE
CNK,#N/A
EWH,#N/A
TOWN,FALSE
CXP,#N/A
GPOR,#N/A
UTG,#N/A
LCA,#N/A
HMN,FALSE
INFN,#N/A
OTTR,FALSE
ROIC,FALSE
CLBK,#N/A
CVCO,FALSE
IYF,#N/A
ABR,FALSE
PLMR,#N/A
ITCB,#N/A
KRON,#N/A
JKE,#N/A
AVYA,#N/A
FFBC,FALSE
NRIX,#N/A
GAB,#N/A
DSL,#N/A
IAG,#N/A
CRVL,FALSE
RQI,#N/A
PRAX,#N/A
GLUU,FALSE
USNA,FALSE
TRMK,FALSE
EB,#N/A
TSE,#N/A
ADUS,FALSE
TBIO,#N/A
CVI,#N/A
NTB,FALSE
KN,#N/A
HNI,FALSE
HLG,FALSE
HKIB,#N/A
AZRE,#N/A
RVT,#N/A
PRFT,FALSE
RVNC,#N/A
BGCP,FALSE
RVLV,#N/A
LND,#N/A
COHU,#N/A
ARI,FALSE
ALG,FALSE
KRE,#N/A
WBT,#N/A
MNRO,FALSE
BANR,FALSE
OSIS,FALSE
FBK,FALSE
BLMN,#N/A
HLIO,FALSE
NWBI,FALSE
WDR,FALSE
MRSN,#N/A
STLC,#N/A
HRTX,#N/A
HTGC,FALSE
HCXY,#N/A
HCXZ,#N/A
UE,FALSE
BDJ,#N/A
SMCI,FALSE
EGOV,FALSE
PATK,FALSE
MGRC,FALSE
TY,#N/A
CSWI,TRUE
KBE,#N/A
KAMN,FALSE
PGEN,#N/A
KALU,FALSE
VRTS,FALSE
HCAT,#N/A
HEP,FALSE
GNL,FALSE
FSM,FALSE
PNTG,#N/A
KROS,#N/A
SIMO,FALSE
KAI,FALSE
FTOC,#N/A
BUR,#N/A
AAWW,#N/A
BSIG,FALSE
SYKE,FALSE
HTLF,FALSE
HTLFP,#N/A
SIG,#N/A
SCS,FALSE
SPNS,FALSE
ARGO,#N/A
BSM,FALSE
BBN,FALSE
OFLX,FALSE
ATGE,#N/A
VRTU,FALSE
INMD,#N/A
LTC,FALSE
VCTR,#N/A
SBCF,FALSE
HSC,FALSE
NPO,FALSE
XOP,#N/A
HTLD,FALSE
RLGY,#N/A
IYY,#N/A
ITB,#N/A
MRTN,FALSE
MNR,#N/A
ILPT,#N/A
FLWS,TRUE
AMWD,FALSE
NWN,FALSE
FEAC,#N/A
QTRX,#N/A
TPIC,#N/A
ODP,#N/A
SASR,FALSE
EURN,FALSE
SLY,#N/A
RTLR,#N/A
CALX,FALSE
PAYA,#N/A
CCCC,#N/A
WABC,FALSE
CSII,#N/A
ROAD,#N/A
CSGS,FALSE
OCUL,#N/A
TTGT,FALSE
MMI,FALSE
SILV,#N/A
EVV,#N/A
BV,#N/A
ALX,FALSE
MFGP,#N/A
TTMI,FALSE
UCTT,FALSE
USA,#N/A
TSLX,FALSE
CCS,TRUE
ACMR,FALSE
NYMT,#N/A
NYMTM,#N/A
NYMTN,#N/A
NYMTO,#N/A
NYMTP,#N/A
HYT,#N/A
TLS,#N/A
CRS,#N/A
MYGN,#N/A
RGNX,#N/A
CPG,#N/A
SGMO,#N/A
ASTE,FALSE
MEI,FALSE
ILF,#N/A
ICFI,FALSE
SUSA,#N/A
SBH,FALSE
USPH,FALSE
ASO,#N/A
BKE,FALSE
NMRK,#N/A
EPAC,FALSE
SGRY,#N/A
NBTB,FALSE
FPF,#N/A
BALY,#N/A
LGND,#N/A
MLAB,#N/A
BRMK,#N/A
LKFN,FALSE
KEN,TRUE
SRRK,#N/A
JRVR,FALSE
BTZ,FALSE
STTK,#N/A
CEQP,#N/A
INBX,#N/A
LAC,#N/A
CORE,FALSE
TWCT,#N/A
MTDR,#N/A
AROC,#N/A
NGD,#N/A
CHRS,FALSE
AMCX,FALSE
ETV,FALSE
SG,#N/A
CBZ,FALSE
MGNX,#N/A
MSC,#N/A
PFS,FALSE
ZUO,#N/A
GHG,#N/A
EIGI,FALSE
LASR,#N/A
DKL,FALSE
ADVM,#N/A
WPF,#N/A
SVM,TRUE
RIG,#N/A
ETG,#N/A
EPZM,#N/A
AKR,FALSE
ANF,#N/A
EVH,#N/A
BXMX,#N/A
RPTX,#N/A
IYG,#N/A
DOMO,#N/A
EWL,#N/A
PHAT,#N/A
FFG,FALSE
CODI,#N/A
FRO,FALSE
SY,#N/A
DDD,#N/A
HHR,#N/A
LNN,FALSE
HOPE,FALSE
NKTX,#N/A
REAL,#N/A
UPLD,#N/A
EGBN,FALSE
KNTE,#N/A
CLI,#N/A
TNC,FALSE
ORIC,#N/A
RYTM,#N/A
TRS,#N/A
KRG,FALSE
BLFS,#N/A
NFH,#N/A
MHO,TRUE
IRT,FALSE
WMK,FALSE
PLAY,#N/A
PRIM,FALSE
NRC,FALSE
GVA,#N/A
PHO,#N/A
MTRN,FALSE
BOOT,FALSE
AMRX,#N/A
CVGW,#N/A
FRTA,FALSE
GPRO,#N/A
PAR,#N/A
NFJ,#N/A
LBRT,#N/A
VSTA,#N/A
CLLS,#N/A
GES,#N/A
GRVY,FALSE
SNEX,FALSE
QADA,FALSE
QADB,FALSE
STC,FALSE
GTY,FALSE
BDTX,#N/A
ENDP,#N/A
FORTY,FALSE
ZGNX,#N/A
TLND,#N/A
MSEX,FALSE
DEN,#N/A
IYC,#N/A
AZZ,FALSE
ALEX,FALSE
AIR,#N/A
MBUU,FALSE
BPMP,FALSE
FDP,FALSE
FOE,#N/A
RNA,#N/A
DDS,#N/A
CNXN,FALSE
GEO,FALSE
IH,#N/A
ATNX,#N/A
SA,#N/A
CYTK,#N/A
RMR,FALSE
SYX,FALSE
KNSA,#N/A
STAR,#N/A
HSKA,#N/A
USAC,#N/A
EWQ,#N/A
CERS,#N/A
TRIT,#N/A
GTH,#N/A
KPTI,#N/A
FARO,#N/A
PLUS,FALSE
BST,FALSE
XPEL,FALSE
CLB,#N/A
NXGN,FALSE
LADR,FALSE
GIII,FALSE
ECPG,FALSE
LX,#N/A
DK,#N/A
UVV,FALSE
DRQ,#N/A
TBK,FALSE
TBKCP,#N/A
RDWR,FALSE
BUSE,FALSE
HIMX,FALSE
GMS,FALSE
CATM,FALSE
ATRI,FALSE
ICPT,#N/A
NMFC,#N/A
NMFCL,#N/A
PSNL,#N/A
NRK,FALSE
VSTO,#N/A
CASH,FALSE
DIN,#N/A
DLX,FALSE
SUPN,FALSE
MODN,#N/A
GBX,FALSE
UTZ,#N/A
OPI,FALSE
OPINI,#N/A
OPINL,#N/A
ALEC,#N/A
CRTO,TRUE
TLRY,#N/A
SLP,FALSE
VBTX,FALSE
ARCB,FALSE
RWL,#N/A
AFYA,#N/A
GRBK,FALSE
VCEL,FALSE
ELF,FALSE
CRTX,#N/A
VCRA,#N/A
DHC,#N/A
DHCNI,#N/A
DHCNL,#N/A
ARQT,#N/A
CNR,#N/A
AR,#N/A
PASG,#N/A
IMGN,#N/A
PLT,#N/A
CRK,#N/A
SAFT,FALSE
FRG,#N/A
FRGAP,#N/A
IPOB,#N/A
GFF,TRUE
NMZ,#N/A
IYJ,#N/A
DBC,#N/A
WIRE,FALSE
KRYS,#N/A
BTAI,#N/A
ECOL,#N/A
PGTI,FALSE
ARCO,#N/A
SMP,FALSE
GME,#N/A
LMNX,FALSE
JWS,#N/A
AMTI,#N/A
BIF,#N/A
ARVN,#N/A
PRPB,#N/A
SWM,FALSE
EFSC,FALSE
TBPH,#N/A
EVRI,#N/A
AMSF,FALSE
IPOC,#N/A
VITL,#N/A
CHCT,FALSE
HEES,FALSE
HOME,#N/A
NXRT,TRUE
CHCO,FALSE
RGR,FALSE
EBIX,FALSE
CENX,#N/A
BCRX,#N/A
TGP,FALSE
NEXA,#N/A
FAX,#N/A
CLS,FALSE
CANG,#N/A
INVA,FALSE
CCF,FALSE
BEST,#N/A
OPRA,#N/A
FLGT,TRUE
HURN,#N/A
INSG,#N/A
RNP,#N/A
OXM,#N/A
CGEN,#N/A
PBI,#N/A
RBBN,#N/A
NXE,#N/A
CTS,FALSE
CDXS,#N/A
GWB,#N/A
CSTL,#N/A
CYH,#N/A
NTGR,FALSE
KREF,FALSE
NBHC,FALSE
IHF,#N/A
ITOS,#N/A
CRHC,#N/A
MDP,#N/A
EOS,FALSE
BWMX,#N/A
UNFI,#N/A
CHY,#N/A
ETW,#N/A
NHC,FALSE
NK,#N/A
SRCE,FALSE
QQQX,FALSE
TMP,FALSE
TTCF,#N/A
RAVN,FALSE
IDU,#N/A
FFC,#N/A
INN,#N/A
VLRS,#N/A
QNST,FALSE
RDNT,#N/A
SBSI,FALSE
TCBK,FALSE
RWT,#N/A
OCFC,FALSE
OCFCP,#N/A
CLNC,#N/A
GNMK,#N/A
XHB,#N/A
FCF,FALSE
JKD,#N/A
SNDX,#N/A
OEC,FALSE
SGTX,#N/A
PLRX,#N/A
TCRR,#N/A
PBF,#N/A
FDEV,#N/A
GRPN,#N/A
ACEL,#N/A
SKT,#N/A
SSYS,#N/A
SXI,FALSE
AKRO,#N/A
CHEF,#N/A
NVEE,FALSE
MORF,#N/A
AWF,#N/A
PI,#N/A
WLL,#N/A
UIS,FALSE
PAM,FALSE
WNC,#N/A
AMEH,FALSE
ACLS,FALSE
BROG,#N/A
KMDA,TRUE
HY,FALSE
GSAH,#N/A
SPH,FALSE
MCRI,FALSE
FREQ,#N/A
PTEN,#N/A
NBLX,FALSE
FOR,FALSE
MYI,FALSE
EVER,#N/A
HQH,#N/A
SSP,FALSE
JPC,#N/A
FBNC,FALSE
EIM,FALSE
ANNX,#N/A
RESI,#N/A
CMCO,FALSE
TGH,FALSE
BRKL,FALSE
AXL,#N/A
DYN,#N/A
SII,FALSE
SHYF,#N/A
CNDT,#N/A
HA,#N/A
AVO,#N/A
DHT,FALSE
STBA,FALSE
BHE,#N/A
VET,#N/A
IRET,FALSE
BHLB,#N/A
KFRC,FALSE
CXW,FALSE
